scope,subset_id,n_features,feature_set,auc,accuracy,n_samples,n_los,n_nlos
B+C,S74,3,gamma_CP_rx2 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.769421487603306,0.695256916996047,112,56,56
B+C,S86,4,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.763774104683196,0.661264822134388,112,56,56
B+C,S23,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2,0.75564738292011,0.68695652173913,112,56,56
B+C,S78,4,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.754683195592286,0.713438735177866,112,56,56
B+C,S72,2,a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.752617079889807,0.669169960474308,112,56,56
B+C,S20,2,a_FP_RHCP_rx1 + a_FP_RHCP_rx2,0.750826446280992,0.688142292490119,112,56,56
B+C,S19,3,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx2,0.750826446280992,0.686166007905138,112,56,56
B+C,S88,3,a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.749173553719008,0.68695652173913,112,56,56
B+C,S87,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.74862258953168,0.678656126482214,112,56,56
B+C,S17,2,gamma_CP_rx1 + a_FP_RHCP_rx2,0.743250688705234,0.68695652173913,112,56,56
B+C,S83,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.742561983471074,0.678260869565217,112,56,56
B+C,S92,4,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.741460055096419,0.696837944664032,112,56,56
B+C,S82,3,gamma_CP_rx2 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.741460055096419,0.643083003952569,112,56,56
B+C,S21,3,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2,0.740220385674931,0.687351778656127,112,56,56
B+C,S18,2,gamma_CP_rx2 + a_FP_RHCP_rx2,0.739256198347108,0.688142292490119,112,56,56
B+C,S76,3,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.737878787878788,0.704743083003952,112,56,56
B+C,S84,3,a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.734573002754821,0.652569169960474,112,56,56
B+C,S81,3,gamma_CP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.731542699724518,0.668379446640316,112,56,56
B+C,S6,2,gamma_CP_rx2 + a_FP_RHCP_rx1,0.729063360881543,0.678656126482214,112,56,56
B+C,S4,1,a_FP_RHCP_rx1,0.728925619834711,0.713438735177866,112,56,56
B+C,S85,4,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.723691460055096,0.677865612648221,112,56,56
B+C,S5,2,gamma_CP_rx1 + a_FP_RHCP_rx1,0.697382920110193,0.659288537549407,112,56,56
B+C,S68,2,a_FP_RHCP_rx1 + fp_idx_diff_rx12,0.695592286501377,0.605138339920949,112,56,56
B+C,S70,3,gamma_CP_rx2 + a_FP_RHCP_rx1 + fp_idx_diff_rx12,0.693388429752066,0.61501976284585,112,56,56
B+C,S7,3,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1,0.687190082644628,0.65098814229249,112,56,56
B+C,S69,3,gamma_CP_rx1 + a_FP_RHCP_rx1 + fp_idx_diff_rx12,0.681542699724518,0.624110671936759,112,56,56
B+C,S16,1,a_FP_RHCP_rx2,0.679201101928375,0.688142292490119,112,56,56
B+C,S71,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + fp_idx_diff_rx12,0.675895316804408,0.61501976284585,112,56,56
B+C,S1,1,gamma_CP_rx1,0.674931129476584,0.596837944664032,112,56,56
B+C,S67,3,gamma_CP_rx1 + gamma_CP_rx2 + fp_idx_diff_rx12,0.664738292011019,0.597628458498024,112,56,56
B+C,S3,2,gamma_CP_rx1 + gamma_CP_rx2,0.656749311294766,0.605928853754941,112,56,56
B+C,S65,2,gamma_CP_rx1 + fp_idx_diff_rx12,0.652479338842975,0.597628458498024,112,56,56
B+C,S80,2,a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.651790633608816,0.589328063241107,112,56,56
B+C,S66,2,gamma_CP_rx2 + fp_idx_diff_rx12,0.640220385674931,0.534387351778656,112,56,56
B+C,S64,1,fp_idx_diff_rx12,0.590220385674931,0.577865612648221,112,56,56
B+C,S2,1,gamma_CP_rx2,0.58801652892562,0.562450592885375,112,56,56
