case_name,scenario,polarization,pos_id,x_m,y_m,label,valid_flag,r_CP,a_FP,fp_idx_rx1,fp_idx_rx2,rss_rx1_db,rss_rx2_db,fp_energy_gap_db,rise_time_ns,mean_excess_delay_ns,rms_delay_spread_ns,max_excess_delay_ns,kurtosis_pdp,skewness_pdp,fp_energy_db,total_energy_db,fp_energy_ratio,fp_amp_norm,peak_to_leading_db,multipath_count,ricean_k_db,valid_for_model,oof_score,oof_pred,fold_id,full_fit_score
CP_caseB,B,CP,6,4.5,-1.75,1,1,0.0610739192433586,0.329375464115538,28,29,-69.6144751207021,-57.6483956615371,4.1107767137944,1.74650698602891,2.68539279253602,3.4148537790324,43.6626746507228,65.9154294316696,6.57181998346424,-67.7422121002213,-63.6314353864269,0.394251362588667,0.208708931344559,5.63070204006699,57,-7.17124951172338,1,0.825350051365437,1,4,0.839425065762834
CP_caseB,B,CP,7,5.25,-1.75,0,1,0.0363749942553935,0.206337635363417,33,34,-74.7015463736618,-62.7939348799164,4.9925396855247,1.99600798403305,3.9908321089995,4.0913286522249,40.6686626746732,15.3176034473175,2.72371169685281,-73.7402802971616,-68.7477406116369,0.31776524797629,0.190098396827988,5.48164074168098,61,-8.22043888859125,1,0.33560552096245,0,3,0.335528418001643
CP_caseB,B,CP,8,0.75,-1.25,1,1,0.136355919175302,0.331143473857932,8,7,-67.2483464784342,-57.9832292910206,4.44855246965636,1.99600798403304,3.75508595996378,5.11791545464654,44.9101796407435,28.5387725945659,4.32750557364988,-67.0643403515219,-62.6157878818656,0.362663236378147,0.201886420882214,5.49688614623425,66,-7.61905635445313,1,0.780462745768424,1,2,0.728763393037
CP_caseB,B,CP,9,1.5,-1.25,1,1,0.0763357030644052,0.244151854517586,10,10,-65.8465323415056,-55.8204134842684,4.05010686826597,1.99600798403304,3.04120315273824,4.06370693522946,45.6586826347558,85.4368005257398,7.09759981045239,-64.8835797791159,-60.8334729108499,0.396550347581875,0.217703345456388,4.9894910082945,66,-7.40652026414856,1,0.964598284489336,1,2,0.913491974245903
CP_caseB,B,CP,10,2.25,-1.25,1,1,0.0864770727721426,0.267643479993368,14,14,-65.8844286673177,-56.3518226620456,3.85182589281069,1.74650698602891,2.8119439794587,3.08827161275814,39.1716566866485,58.8254186419229,5.38639802531025,-64.9699515554151,-61.1181256626044,0.414946089047644,0.231676923390296,4.33376604227663,57.5,-7.49952007667326,1,0.756278314428529,1,1,0.808196215836041
CP_caseB,B,CP,11,3,-1.25,1,1,0.0998716357471171,0.257883351606099,18,18,-66.2503806716974,-57.0162033312245,3.9400247249323,1.99600798403304,2.54386609271763,2.42315424073445,34.43113772457,46.4022328337043,4.69866584833269,-65.5733167241172,-61.6332919991849,0.405128742607538,0.216800867435275,5.18626320905987,43,-7.21038402865951,1,0.710484249061131,1,4,0.746901819272266
CP_caseB,B,CP,12,3.75,-1.25,1,1,0.170908419678256,0.302660884117527,23,23,-66.7015507349901,-60.0448308554507,4.87733392917558,1.99600798403304,2.88406841736721,2.68618618971753,36.427145708603,36.7530289883864,4.40826636247585,-68.2505247216528,-63.3731907924772,0.327476237767058,0.176509476157351,6.77963499128576,53,-7.51998148333008,1,0.658219267469158,1,5,0.673427171400766
CP_caseB,B,CP,13,4.5,-1.25,0,1,0.29012824313979,0.110269230316908,29,27,-73.1243072218773,-70.6936649926989,7.66858617260757,3.74251497006195,7.87737914978815,6.86967531409808,47.4051896207848,5.18453524907741,1.36507328808805,-79.5775722643392,-71.9089860917316,0.199200176019586,0.174373073275038,5.22997796434477,80.5,-9.39541894030435,1,0.168712432334962,0,5,0.179590684756021
CP_caseB,B,CP,14,5.25,-1.25,0,1,0.1860696398182,0.237461112918736,33,33,-69.2768200347763,-64.4550919045551,5.25840646661592,1.74650698602891,5.00263108957352,5.12006511838833,47.904191616793,29.4908980631564,3.88136665191131,-72.1243624308547,-66.8659559642388,0.310381641201102,0.184730710608806,5.27865402831978,76,-8.7862549503138,1,0.608030419635867,1,3,0.601783727717401
CP_caseB,B,CP,15,0.75,-0.75,1,1,0.0622052586611716,0.256203892866131,5,5,-66.8256686362948,-55.3711874239534,4.05910045872405,1.99600798403304,3.25958389341412,4.34453110726614,35.9281437125948,30.1000834650174,4.34972815663847,-65.1575284863606,-61.0984280276366,0.393720318757659,0.214437308685147,5.1903413018503,62.5,-7.31801808689629,1,0.700405021902958,1,3,0.696115220770639
CP_caseB,B,CP,16,1.5,-0.75,1,1,0.106308621084971,0.367169172943667,9,9,-64.2398520638986,-54.9807703333003,4.35700331058981,1.99600798403304,2.98428997771104,3.72497222991674,33.4331337325535,37.7944080762602,4.5543088835226,-63.9673145077575,-59.6103111971677,0.367240301618989,0.196610438734688,6.07331146957216,55,-7.19857146170316,1,0.759273139312565,1,1,0.772895237972806
CP_caseB,B,CP,17,2.25,-0.75,1,1,0.182447328797012,0.349540487392535,13,13,-63.6157600023486,-56.7252638450005,4.52082182889882,1.99600798403304,2.54936886803296,2.32783141532406,28.1936127744667,32.2761806154532,3.98498729520973,-64.6913337512379,-60.1705119223391,0.353661256090585,0.184881552690043,6.7494388098274,46,-7.05045144461363,1,0.693435731700992,1,5,0.692202777023327
