case_name,scenario,polarization,pos_id,x_m,y_m,label,r_CP,a_FP,fp_energy_db,mean_excess_delay_ns,baseline_score,proposed_score,baseline_pred,proposed_pred,baseline_wrong,proposed_wrong,rescued_by_proposed,harmed_by_proposed,score_delta_proposed_minus_baseline
CP_caseA,A,CP,15,0.75,-0.75,1,0.0622137676357547,0.27095506132375,-65.1573087763006,2.9097844037584,0.997336595715974,0.997305724345616,1,1,0,0,0,0,-3.08713703578434e-05
CP_caseA,A,CP,16,1.5,-0.75,1,0.10632784999985,0.382092699938293,-63.9679487423942,2.60630097150156,0.999376739272996,0.999700709436383,1,1,0,0,0,0,0.000323970163386811
CP_caseA,A,CP,17,2.25,-0.75,1,0.176975903100262,0.34862359820335,-64.6849612842253,2.62423378305578,0.990692566229822,0.994181686153846,1,1,0,0,0,0,0.00348911992402412
CP_caseA,A,CP,18,3,-0.75,1,0.230527951988527,0.272730841802266,-65.6395416684321,2.80631366880089,0.996741156924829,0.995565840645053,1,1,0,0,0,0,-0.00117531627977596
CP_caseA,A,CP,19,3.75,-0.75,1,0.276793537687156,0.284043313487643,-66.7439754469631,3.2064187872699,0.982311014558312,0.981684004966219,1,1,0,0,0,0,-0.000627009592093053
CP_caseA,A,CP,20,4.5,-0.75,1,0.318120594427687,0.37831625356532,-69.2814149989458,2.93534650847691,0.980271449472442,0.99507904204599,1,1,0,0,0,0,0.0148075925735471
CP_caseA,A,CP,21,5.25,-0.75,1,0.356960655960336,0.45286425614581,-70.417444451495,2.64219449202498,0.989419288729234,0.997911130232574,1,1,0,0,0,0,0.00849184150334081
CP_caseA,A,CP,22,0.75,-0.25,1,0.22448927848246,0.306463364612222,-63.0342893756393,2.34111192561844,0.999268845481513,0.999465288426054,1,1,0,0,0,0,0.000196442944540354
CP_caseA,A,CP,23,1.5,-0.25,1,0.361458985618929,0.370860247575628,-62.9096865363205,2.43588925681323,0.999687329646428,0.999832950962959,1,1,0,0,0,0,0.000145621316531064
CP_caseA,A,CP,24,2.25,-0.25,1,0.474092224944076,0.315224727873948,-63.4830223175404,2.16396087978927,0.998440881042137,0.998759514524881,1,1,0,0,0,0,0.000318633482743857
CP_caseA,A,CP,25,3,-0.25,1,0.521349946514958,0.358102292307162,-66.2856160217972,2.75072794108757,0.998432536983923,0.999490384724484,1,1,0,0,0,0,0.00105784774056139
CP_caseA,A,CP,26,3.75,-0.25,1,0.548129392902157,0.414043550125122,-67.4951004884691,2.82259836952105,0.991617209022246,0.996911526866771,1,1,0,0,0,0,0.00529431784452483
CP_caseA,A,CP,27,4.5,-0.25,1,0.563515409361239,0.38372426013837,-68.5616673808968,3.20137330842991,0.986165347728363,0.995139244516519,1,1,0,0,0,0,0.00897389678815619
CP_caseA,A,CP,28,5.25,-0.25,1,0.579566845403227,0.243494073959284,-69.7107720588308,3.33354303383298,0.965383231936781,0.96279538712799,1,1,0,0,0,0,-0.00258784480879093
CP_caseA,A,CP,29,0.75,0.25,1,2.2932833535168,0.326568393688164,-64.2666498178569,2.25261154920476,0.998874565939482,0.999229331566924,1,1,0,0,0,0,0.000354765627441744
CP_caseA,A,CP,30,1.5,0.25,1,2.13977980973073,0.377208682077033,-64.0033943784825,2.54240614685707,0.998627108034528,0.999196980190166,1,1,0,0,0,0,0.000569872155637641
CP_caseA,A,CP,31,2.25,0.25,1,1.62362045952085,0.323391003558371,-64.1027403663443,2.06902105251824,0.994185511954272,0.997503766276654,1,1,0,0,0,0,0.00331825432238209
CP_caseA,A,CP,32,3,0.25,1,1.33895359364819,0.359093025874429,-66.683166062945,2.9615060840565,0.991430308983024,0.995820195955048,1,1,0,0,0,0,0.00438988697202469
CP_caseA,A,CP,33,3.75,0.25,1,1.17165255380221,0.414589974628303,-67.7796752329454,2.99547321438577,0.990094907501059,0.996612365133335,1,1,0,0,0,0,0.00651745763227563
