model_name,feature_name,rep_idx,baseline_auc,permuted_auc,auc_drop
logistic,gamma_CP_rx2,24,0.91390306122449,0.872767857142857,0.0411352040816324
rf,gamma_CP_rx2,24,0.90625,0.866390306122449,0.0398596938775511
logistic,a_FP_RHCP_rx1,24,0.91390306122449,0.901785714285714,0.0121173469387755
rf,a_FP_RHCP_rx1,24,0.90625,0.905612244897959,0.000637755102041004
logistic,a_FP_LHCP_rx1,24,0.91390306122449,0.848852040816326,0.0650510204081631
rf,a_FP_LHCP_rx1,24,0.90625,0.905133928571428,0.00111607142857162
logistic,a_FP_RHCP_rx2,24,0.91390306122449,0.917410714285714,-0.00350765306122458
rf,a_FP_RHCP_rx2,24,0.90625,0.904017857142857,0.00223214285714302
logistic,a_FP_LHCP_rx2,24,0.91390306122449,0.901466836734694,0.0124362244897959
rf,a_FP_LHCP_rx2,24,0.90625,0.907206632653061,-0.000956632653061229
logistic,gamma_CP_rx1,25,0.91390306122449,0.900510204081633,0.013392857142857
rf,gamma_CP_rx1,25,0.90625,0.915338010204081,-0.00908801020408145
logistic,gamma_CP_rx2,25,0.91390306122449,0.885204081632653,0.0286989795918366
rf,gamma_CP_rx2,25,0.90625,0.840561224489796,0.065688775510204
logistic,a_FP_RHCP_rx1,25,0.91390306122449,0.904655612244898,0.00924744897959184
rf,a_FP_RHCP_rx1,25,0.90625,0.908482142857143,-0.00223214285714268
logistic,a_FP_LHCP_rx1,25,0.91390306122449,0.860650510204082,0.053252551020408
rf,a_FP_LHCP_rx1,25,0.90625,0.911352040816326,-0.00510204081632626
logistic,a_FP_RHCP_rx2,25,0.91390306122449,0.917410714285714,-0.00350765306122458
rf,a_FP_RHCP_rx2,25,0.90625,0.907047193877551,-0.000797193877550839
logistic,a_FP_LHCP_rx2,25,0.91390306122449,0.905612244897959,0.00829081632653073
rf,a_FP_LHCP_rx2,25,0.90625,0.887436224489796,0.0188137755102042
logistic,gamma_CP_rx1,26,0.91390306122449,0.910395408163265,0.00350765306122447
rf,gamma_CP_rx1,26,0.90625,0.913265306122449,-0.00701530612244894
logistic,gamma_CP_rx2,26,0.91390306122449,0.874043367346939,0.039859693877551
rf,gamma_CP_rx2,26,0.90625,0.863520408163265,0.0427295918367345
logistic,a_FP_RHCP_rx1,26,0.91390306122449,0.904017857142857,0.00988520408163263
rf,a_FP_RHCP_rx1,26,0.90625,0.903220663265306,0.00302933673469397
logistic,a_FP_LHCP_rx1,26,0.91390306122449,0.851084183673469,0.0628188775510202
rf,a_FP_LHCP_rx1,26,0.90625,0.902742346938776,0.00350765306122447
logistic,a_FP_RHCP_rx2,26,0.91390306122449,0.915497448979592,-0.00159438775510212
rf,a_FP_RHCP_rx2,26,0.90625,0.900510204081633,0.00573979591836737
logistic,a_FP_LHCP_rx2,26,0.91390306122449,0.901785714285714,0.0121173469387754
rf,a_FP_LHCP_rx2,26,0.90625,0.892538265306122,0.0137117346938778
logistic,gamma_CP_rx1,27,0.91390306122449,0.893494897959183,0.0204081632653061
rf,gamma_CP_rx1,27,0.90625,0.904815051020408,0.00143494897959195
logistic,gamma_CP_rx2,27,0.91390306122449,0.85905612244898,0.0548469387755099
rf,gamma_CP_rx2,27,0.90625,0.842315051020408,0.0639349489795917
logistic,a_FP_RHCP_rx1,27,0.91390306122449,0.905293367346939,0.00860969387755095
rf,a_FP_RHCP_rx1,27,0.90625,0.902264030612245,0.00398596938775519
logistic,a_FP_LHCP_rx1,27,0.91390306122449,0.814732142857143,0.0991709183673468
rf,a_FP_LHCP_rx1,27,0.90625,0.915975765306122,-0.00972576530612246
logistic,a_FP_RHCP_rx2,27,0.91390306122449,0.914859693877551,-0.000956632653061229
rf,a_FP_RHCP_rx2,27,0.90625,0.903061224489796,0.00318877551020424
logistic,a_FP_LHCP_rx2,27,0.91390306122449,0.90625,0.00765306122448983
rf,a_FP_LHCP_rx2,27,0.90625,0.903061224489796,0.00318877551020402
logistic,gamma_CP_rx1,28,0.91390306122449,0.910076530612245,0.00382653061224492
rf,gamma_CP_rx1,28,0.90625,0.915178571428571,-0.00892857142857129
logistic,gamma_CP_rx2,28,0.91390306122449,0.87531887755102,0.0385841836734692
