pos_id,r_CP,a_FP,label,valid_flag,fp_idx_RHCP,fp_idx_LHCP,RSS_RHCP,RSS_LHCP,r_CP_rx1,r_CP_rx2,a_FP_RHCP_rx1,a_FP_LHCP_rx1,a_FP_RHCP_rx2,a_FP_LHCP_rx2,fp_idx_RHCP_rx1,fp_idx_LHCP_rx1,fp_idx_RHCP_rx2,fp_idx_LHCP_rx2,position_id,scenario,distance_m
15,8.06354688387985,0.296898793666937,1,1,5,5.5,-67.0679389104375,-55.3930789909774,0.514942475538394,15.6121512922213,0.27095506132374,0.370291571019911,0.296158889609417,0.25018965271468,5,6,5,5,15,NA,NaN
16,64.1009310250291,0.295824839627982,1,1,9,9.5,-64.4129479710111,-54.9945072718759,1.63954809956935,126.562313950489,0.38209269993835,0.321077900039832,0.41084465202998,0.0692841065037653,9,9,9,10,16,NA,NaN
17,20.2615453482892,0.28365904980758,1,1,13,13,-63.6646524212667,-56.5948469845116,1.93590778332788,38.5871829132504,0.348623598203355,0.2609868965194,0.386778299921651,0.138247404585912,13,13,13,13,17,NA,NaN
18,5.58776901540735,0.220631425061248,1,1,17,17.5,-64.6870303448387,-59.0241715699138,2.34659195988765,8.82894607092704,0.27273084180226,0.17062739098385,0.321162465653403,0.118005001805479,17,17,17,18,18,NA,NaN
19,5.86548277479518,0.207214126439355,1,1,22,22.5,-65.385215284664,-59.9306874281665,2.78823629861085,8.94272925097951,0.284043313487547,0.114974826720232,0.292264346118059,0.137574019431583,22,22,22,23,19,NA,NaN
20,7.13824231629936,0.249331123552045,1,1,27,27.5,-67.3285317300164,-62.9320526546596,2.79801198169556,11.4784726509032,0.378316253565324,0.106054304575061,0.43213088536571,0.0808230507020841,27,27,27,28,20,NA,NaN
21,7.93360316912579,0.278347661351541,1,1,32,32.5,-68.9468856157926,-64.6541377955081,3.05486143138011,12.8123449068715,0.452864256145629,0.0847594375702296,0.472142299451448,0.103624652238856,32,32,32,33,21,NA,NaN
22,39.8360873727497,0.268060342321291,1,1,4,4,-62.5426818848442,-56.3411492174999,2.08056025195555,77.5916144935439,0.30646336461228,0.287935394594447,0.327363077260428,0.15047953281801,4,4,4,4,22,NA,NaN
23,8.49550116316932,0.350589946104315,1,1,8,8,-60.5982031026228,-56.2925586304138,1.91260606928796,15.0783962570507,0.370860247575628,0.339907833385311,0.380703448876073,0.310888254580248,8,8,8,8,23,NA,NaN
24,7.23970379920291,0.267842306423683,1,1,12,12,-61.4880752576957,-58.338029349343,2.47293677006318,12.0064708283426,0.315224727873964,0.231528816233969,0.321923628879752,0.202692052707048,12,12,12,12,24,NA,NaN
25,8.58805997034234,0.270604341485355,1,1,17,17,-63.0217917853843,-60.2284641719544,3.00150233154027,14.1746176091444,0.35810229230716,0.200899247039443,0.361031425709678,0.162384400885139,17,17,17,17,25,NA,NaN
26,10.5843558552879,0.279026452078946,1,1,22,22,-64.7080228347185,-62.5424919279512,3.37823625549316,17.7904754550826,0.414043550125088,0.147485937710459,0.458785667134696,0.0957906533455425,22,22,22,22,26,NA,NaN
27,10.4544656758976,0.252696018709209,1,1,27,27,-65.3608370693908,-62.2235430587223,3.52647893583587,17.3824524159593,0.383724260138358,0.168120383663455,0.330661826211021,0.128277604824003,27,27,27,27,27,NA,NaN
28,2.14603826131245,0.167431095519993,1,1,31,32.5,-66.2237081159984,-63.9760358715684,1.16821584336494,3.12386067925995,0.243494073959261,0.0691158115589287,0.250390379416624,0.10672411714516,31,32,31,33,28,NA,NaN
29,9.2056837745226,0.298069045931223,1,1,4,4,-58.977445855225,-62.5475390866471,16.2416406253458,2.16972692369937,0.326568393688166,0.256558763504832,0.323985634906128,0.285163391625764,4,4,4,4,29,NA,NaN
