feature_x,feature_y,gamma_cp_rx2,a_fp_rhcp_rx1,partial_dependence,pd_gamma_cp_rx2,pd_a_fp_rhcp_rx1,interaction_residual
gamma_CP_rx2,a_FP_RHCP_rx1,1.87992142772256,0.135700408750375,0.758147321428571,0.844367559523809,0.905667162698413,0.0297192857142861
gamma_CP_rx2,a_FP_RHCP_rx1,1.9691225576933,0.135700408750375,0.758147321428571,0.844367559523809,0.905667162698413,0.0297192857142861
gamma_CP_rx2,a_FP_RHCP_rx1,-0.171704561604594,0.147900142126049,0.57203621031746,0.840275297619048,0.653125,-0.120045099206349
gamma_CP_rx2,a_FP_RHCP_rx1,-0.0825034316338479,0.147900142126049,0.573821924603174,0.840275297619048,0.653125,-0.120045099206349
gamma_CP_rx2,a_FP_RHCP_rx1,0.00669769833689773,0.147900142126049,0.573821924603174,0.840275297619048,0.647991071428571,-0.120045099206349
gamma_CP_rx2,a_FP_RHCP_rx1,0.0958988283076434,0.147900142126049,0.570101686507936,0.840275297619048,0.646056547619048,-0.119673075396825
gamma_CP_rx2,a_FP_RHCP_rx1,0.185099958278389,0.147900142126049,0.570101686507936,0.840275297619048,0.638318452380952,-0.114539146825396
gamma_CP_rx2,a_FP_RHCP_rx1,0.274301088249135,0.147900142126049,0.558568948412698,0.840275297619048,0.638318452380952,-0.114539146825396
gamma_CP_rx2,a_FP_RHCP_rx1,0.36350221821988,0.147900142126049,0.55375744047619,0.840275297619048,0.623995535714286,-0.121533194444444
gamma_CP_rx2,a_FP_RHCP_rx1,0.452703348190626,0.147900142126049,0.55641121031746,0.840275297619048,0.622805059523809,-0.121210773809523
gamma_CP_rx2,a_FP_RHCP_rx1,0.541904478161372,0.147900142126049,0.549962797619048,0.840275297619048,0.584139384920635,-0.122054027777777
gamma_CP_rx2,a_FP_RHCP_rx1,0.631105608132117,0.147900142126049,0.574888392857143,0.840275297619048,0.614248511904762,-0.10709867063492
gamma_CP_rx2,a_FP_RHCP_rx1,0.720306738102863,0.147900142126049,0.610577876984127,0.840275297619048,0.876649305555556,-0.0806849801587296
gamma_CP_rx2,a_FP_RHCP_rx1,0.809507868073609,0.147900142126049,0.628360615079365,0.840275297619048,0.903807043650794,-0.0718556150793646
gamma_CP_rx2,a_FP_RHCP_rx1,0.898708998044354,0.147900142126049,0.640141369047619,0.840275297619048,0.90953621031746,-0.0649359722222216
gamma_CP_rx2,a_FP_RHCP_rx1,0.9879101280151,0.147900142126049,0.682998511904762,0.840275297619048,0.911619543650794,-0.028986071428571
gamma_CP_rx2,a_FP_RHCP_rx1,1.07711125798585,0.147900142126049,0.689397321428571,0.840275297619048,0.911619543650794,-0.0245217857142851
gamma_CP_rx2,a_FP_RHCP_rx1,1.16631238795659,0.147900142126049,0.71953125,0.840275297619048,0.911619543650794,0.000999047619048232
gamma_CP_rx2,a_FP_RHCP_rx1,1.25551351792734,0.147900142126049,0.72593005952381,0.840275297619048,0.907229662698413,0.00590976190476256
gamma_CP_rx2,a_FP_RHCP_rx1,1.34471464789808,0.147900142126049,0.72593005952381,0.840275297619048,0.90484871031746,0.00590976190476256
gamma_CP_rx2,a_FP_RHCP_rx1,1.43391577786883,0.147900142126049,0.721019345238095,0.840275297619048,0.903807043650794,0.0033800000000006
gamma_CP_rx2,a_FP_RHCP_rx1,1.52311690783957,0.147900142126049,0.721019345238095,0.840275297619048,0.903807043650794,0.0033800000000006
gamma_CP_rx2,a_FP_RHCP_rx1,1.61231803781032,0.147900142126049,0.721019345238095,0.840275297619048,0.903807043650794,0.0033800000000006
gamma_CP_rx2,a_FP_RHCP_rx1,1.70151916778107,0.147900142126049,0.756212797619048,0.840275297619048,0.905667162698413,0.0297192857142863
gamma_CP_rx2,a_FP_RHCP_rx1,1.79072029775181,0.147900142126049,0.756212797619048,0.840275297619048,0.905667162698413,0.0297192857142863
gamma_CP_rx2,a_FP_RHCP_rx1,1.87992142772256,0.147900142126049,0.756212797619048,0.840275297619048,0.905667162698413,0.0297192857142863
gamma_CP_rx2,a_FP_RHCP_rx1,1.9691225576933,0.147900142126049,0.756212797619048,0.840275297619048,0.905667162698413,0.0297192857142863
gamma_CP_rx2,a_FP_RHCP_rx1,-0.171704561604594,0.160099875501723,0.564298115079365,0.835141369047619,0.653125,-0.120045099206349
gamma_CP_rx2,a_FP_RHCP_rx1,-0.0825034316338479,0.160099875501723,0.566083829365079,0.835141369047619,0.653125,-0.120045099206349
gamma_CP_rx2,a_FP_RHCP_rx1,0.00669769833689773,0.160099875501723,0.566083829365079,0.835141369047619,0.647991071428571,-0.120045099206349
gamma_CP_rx2,a_FP_RHCP_rx1,0.0958988283076434,0.160099875501723,0.562363591269841,0.835141369047619,0.646056547619048,-0.119673075396825
gamma_CP_rx2,a_FP_RHCP_rx1,0.185099958278389,0.160099875501723,0.562363591269841,0.835141369047619,0.638318452380952,-0.114539146825396
gamma_CP_rx2,a_FP_RHCP_rx1,0.274301088249135,0.160099875501723,0.550830853174603,0.835141369047619,0.638318452380952,-0.114539146825396
