model_name,feature_name,rep_idx,baseline_auc,permuted_auc,auc_drop
logistic,a_FP_LHCP_rx2,14,0.943653250773994,0.941795665634675,0.00185758513931888
rf,a_FP_LHCP_rx2,14,0.935603715170279,0.93405572755418,0.00154798761609898
logistic,gamma_CP_rx1,15,0.943653250773994,0.934984520123839,0.00866873065015494
rf,gamma_CP_rx1,15,0.935603715170279,0.939938080495356,-0.00433436532507747
logistic,gamma_CP_rx2,15,0.943653250773994,0.956037151702786,-0.0123839009287925
rf,gamma_CP_rx2,15,0.935603715170279,0.935603715170279,0
logistic,a_FP_RHCP_rx1,15,0.943653250773994,0.937461300309598,0.00619195046439636
rf,a_FP_RHCP_rx1,15,0.935603715170279,0.918885448916409,0.01671826625387
logistic,a_FP_LHCP_rx1,15,0.943653250773994,0.925077399380805,0.018575851393189
rf,a_FP_LHCP_rx1,15,0.935603715170279,0.926315789473684,0.00928792569659453
logistic,a_FP_RHCP_rx2,15,0.943653250773994,0.941176470588235,0.00247678018575859
rf,a_FP_RHCP_rx2,15,0.935603715170279,0.929411764705882,0.00619195046439625
logistic,a_FP_LHCP_rx2,15,0.943653250773994,0.947987616099071,-0.00433436532507725
rf,a_FP_LHCP_rx2,15,0.935603715170279,0.934984520123839,0.000619195046439591
logistic,gamma_CP_rx1,16,0.943653250773994,0.923839009287926,0.0198142414860681
rf,gamma_CP_rx1,16,0.935603715170279,0.936842105263158,-0.00123839009287929
logistic,gamma_CP_rx2,16,0.943653250773994,0.941795665634675,0.001857585139319
rf,gamma_CP_rx2,16,0.935603715170279,0.931888544891641,0.00371517027863788
logistic,a_FP_RHCP_rx1,16,0.943653250773994,0.947368421052632,-0.00371517027863777
rf,a_FP_RHCP_rx1,16,0.935603715170279,0.91671826625387,0.0188854489164086
logistic,a_FP_LHCP_rx1,16,0.943653250773994,0.940557275541796,0.00309597523219818
rf,a_FP_LHCP_rx1,16,0.935603715170279,0.920743034055728,0.0148606811145511
logistic,a_FP_RHCP_rx2,16,0.943653250773994,0.946749226006192,-0.00309597523219818
rf,a_FP_RHCP_rx2,16,0.935603715170279,0.934984520123839,0.00061919504643948
logistic,a_FP_LHCP_rx2,16,0.943653250773994,0.94922600619195,-0.00557275541795654
rf,a_FP_LHCP_rx2,16,0.935603715170279,0.9328173374613,0.00278637770897838
logistic,gamma_CP_rx1,17,0.943653250773994,0.938699690402477,0.00495356037151717
rf,gamma_CP_rx1,17,0.935603715170279,0.936842105263158,-0.0012383900928794
logistic,gamma_CP_rx2,17,0.943653250773994,0.926315789473684,0.0173374613003097
rf,gamma_CP_rx2,17,0.935603715170279,0.927554179566563,0.00804953560371513
logistic,a_FP_RHCP_rx1,17,0.943653250773994,0.947987616099071,-0.00433436532507736
rf,a_FP_RHCP_rx1,17,0.935603715170279,0.918266253869969,0.0173374613003096
logistic,a_FP_LHCP_rx1,17,0.943653250773994,0.938699690402477,0.00495356037151706
rf,a_FP_LHCP_rx1,17,0.935603715170279,0.923219814241486,0.0123839009287926
logistic,a_FP_RHCP_rx2,17,0.943653250773994,0.942414860681114,0.0012383900928794
rf,a_FP_RHCP_rx2,17,0.935603715170279,0.935603715170279,0
logistic,a_FP_LHCP_rx2,17,0.943653250773994,0.944272445820433,-0.000619195046439591
rf,a_FP_LHCP_rx2,17,0.935603715170279,0.934984520123839,0.000619195046439702
logistic,gamma_CP_rx1,18,0.943653250773994,0.935603715170279,0.00804953560371524
rf,gamma_CP_rx1,18,0.935603715170279,0.936842105263158,-0.00123839009287929
logistic,gamma_CP_rx2,18,0.943653250773994,0.932507739938081,0.0111455108359133
rf,gamma_CP_rx2,18,0.935603715170279,0.936222910216718,-0.000619195046439591
logistic,a_FP_RHCP_rx1,18,0.943653250773994,0.941176470588235,0.0024767801857587
rf,a_FP_RHCP_rx1,18,0.935603715170279,0.921671826625387,0.0139318885448916
logistic,a_FP_LHCP_rx1,18,0.943653250773994,0.930650154798762,0.0130030959752322
rf,a_FP_LHCP_rx1,18,0.935603715170279,0.921362229102167,0.0142414860681115
logistic,a_FP_RHCP_rx2,18,0.943653250773994,0.944891640866873,-0.00123839009287929
rf,a_FP_RHCP_rx2,18,0.935603715170279,0.936842105263158,-0.00123839009287929
logistic,a_FP_LHCP_rx2,18,0.943653250773994,0.944272445820433,-0.000619195046439591
rf,a_FP_LHCP_rx2,18,0.935603715170279,0.936222910216718,-0.000619195046439702
logistic,gamma_CP_rx1,19,0.943653250773994,0.931888544891641,0.011764705882353
rf,gamma_CP_rx1,19,0.935603715170279,0.934984520123839,0.000619195046439591
logistic,gamma_CP_rx2,19,0.943653250773994,0.924458204334365,0.0191950464396287
rf,gamma_CP_rx2,19,0.935603715170279,0.938080495356037,-0.0024767801857587
logistic,a_FP_RHCP_rx1,19,0.943653250773994,0.930650154798762,0.0130030959752322
rf,a_FP_RHCP_rx1,19,0.935603715170279,0.917956656346749,0.0176470588235295
logistic,a_FP_LHCP_rx1,19,0.943653250773994,0.930650154798762,0.0130030959752323
rf,a_FP_LHCP_rx1,19,0.935603715170279,0.926934984520124,0.00866873065015483
logistic,a_FP_RHCP_rx2,19,0.943653250773994,0.940557275541796,0.00309597523219818
