case_name,scenario,pos_id,x_m,y_m,label,fp_energy_db,skewness_pdp,kurtosis_pdp,mean_excess_delay_ns,rms_delay_spread_ns,gamma_CP_rx1,gamma_CP_rx2,a_FP_RHCP_rx1,a_FP_LHCP_rx1,a_FP_RHCP_rx2,a_FP_LHCP_rx2,baseline_score,proposed_score,baseline_pred,proposed_pred,baseline_wrong,proposed_wrong,rescued_by_proposed,harmed_by_proposed,score_delta_proposed_minus_baseline
CP_caseC,C,35,5.25,0.25,0,-77.8712932316727,2.31181339538669,12.088437787008,6.71360140092446,6.82302081285646,0.449268351565484,0.43094435261617,0.180973354474068,0.00204988248945094,0.21276342892391,0.0651236043605121,0.0400797774656338,0.00904349209216171,0,0,0,0,0,0,-0.0310362853734721
CP_caseC,C,36,0.75,0.75,1,-66.6841764686903,5.10694203469419,49.0452856230672,2.59952819890349,3.11806374311438,0.874112057867427,0.0299375706260504,0.297249468851159,0.223699166857138,0.401703290449938,0.394561476744714,0.862215297941114,0.99673885316532,1,1,0,0,0,0,0.134523555224206
CP_caseC,C,37,1.5,0.75,1,-66.8881085395982,5.12203840896616,39.6343279890013,2.70765275672456,3.56867331928474,1.29381046526838,-0.0223009895828833,0.4025252646172,0.23320552881598,0.390628030876194,0.332065159362068,0.725284558834139,0.964077730064796,1,1,0,0,0,0,0.238793171230657
CP_caseC,C,38,2.25,0.75,1,-66.81497303546,4.91787693309952,37.7043038052639,2.76508870692462,3.3191353909413,1.24356260726635,0.320575263289799,0.382409018211057,0.188175564741198,0.387853631042524,0.319625461494635,0.714375723417267,0.932996701271321,1,1,0,0,0,0,0.218620977854053
CP_caseC,C,39,3,0.75,0,-68.0180005618083,4.67915332712621,36.6280966606799,3.11219697832592,4.08718532129845,1.05007613149997,0.425712153911531,0.424934177851114,0.155807933288066,0.411199395043989,0.179486137872213,0.627461180504165,0.620634281763743,1,1,1,1,0,0,-0.0068268987404223
CP_caseC,C,40,3.75,0.75,0,-70.7001483909127,4.06550988138945,23.0331533214523,3.54080042951103,5.3556285612616,0.895322168443915,1.15334223247699,0.294423560832139,0.156786785320523,0.268973889170883,0.0676834646517952,0.271329062431254,0.152890903946944,0,0,0,0,0,0,-0.11843815848431
CP_caseC,C,41,4.5,0.75,1,-72.5607024160985,3.66619332935676,23.5386371903746,3.92747827967416,5.13468272936434,0.607571510053505,0.0766259230246619,0.290777092857332,0.118437446837473,0.422949487006762,0.0666706745091722,0.245054111332231,0.187879870590163,0,0,1,1,0,0,-0.0571742407420687
CP_caseC,C,42,5.25,0.75,1,-69.154775816005,2.71704702082188,10.9065992287896,3.11274567169996,3.44695289109574,1.15829644269587,1.072004495137,0.412576367480277,0.185526115964529,0.360226372392876,0.0927423361675972,0.260487413706696,0.338276914547107,0,0,1,1,0,0,0.0777895008404115
CP_caseC,C,43,0.75,1.25,1,-70.3097139222292,4.79683410370936,42.7559352233821,5.36522599256444,7.17621992532619,1.32466422292908,-0.0458382039475651,0.292070636240475,0.25133222222912,0.316540301317614,0.350003944600898,0.568917665319303,0.977637512706391,1,1,0,0,0,0,0.408719847387088
CP_caseC,C,44,1.5,1.25,1,-71.5423594803466,3.6127996490079,24.2042065734221,5.49978089494131,6.37117394496174,1.87238442608752,-0.209968549322467,0.318807465939872,0.0835669960753305,0.293434397306062,0.205864671156562,0.303705080330946,0.488522633682694,0,0,1,1,0,0,0.184817553351749
CP_caseC,C,45,2.25,1.25,1,-67.5228384499093,5.48066481027388,45.5050643016219,2.43273016161542,3.12724110083973,1.40012258460795,-0.128007426454993,0.36471011252303,0.0594429707509003,0.369063568687047,0.325172492142473,0.740711773424158,0.882173553723564,1,1,0,0,0,0,0.141461780299406
CP_caseC,C,46,3,1.25,0,-70.4392926478498,5.12477031116619,56.8612853448198,3.9086672600427,4.71706795631886,1.37589633328606,0.448920313377573,0.40454786121944,0.169869949477323,0.205666506902643,0.0932968448287385,0.778852397901508,0.804143001182611,1,1,1,1,0,0,0.0252906032811027
CP_caseC,C,47,3.75,1.25,0,-70.4573156908037,3.69635674484977,20.5027046100115,4.11752536370699,5.41660649513342,1.28849944253786,0.569763775708884,0.323679192194509,0.0858277888450827,0.192206024008683,0.0239105806047351,0.318418865914229,0.217394088184258,0,0,0,0,0,0,-0.101024777729971
CP_caseC,C,48,4.5,1.25,0,-69.7793308866018,5.47803053058867,40.7870387470453,3.23169719168792,4.52190393636687,0.809436070556117,0.71292504627442,0.398480970991875,0.198889030938903,0.323522007723551,0.0521101889661333,0.540106277778997,0.562386856380684,1,1,1,1,0,0,0.022280578601687
CP_caseC,C,49,5.25,1.25,0,-79.1083217766392,2.10274516125902,9.54095622800549,8.05295172402535,8.44993228687502,-0.639932291488065,0.463690880773696,0.0934020728623139,0.022240046333195,0.106806948415736,0.0850897979361112,0.0240906165562082,0.00285634213231656,0,0,0,0,0,0,-0.0212342744238917
CP_caseC,C,51,1.5,1.75,0,-92.1111161114243,1.37047292654378,4.27581821993031,12.2442560039579,12.0756973074474,-0.334889396599309,0.867972376927879,0.120611088369975,0.205475665245329,0.116799041919953,0.030790773555563,0.000712144456703454,0.000282476055349215,0,0,0,0,0,0,-0.00042966840135424
CP_caseC,C,52,2.25,1.75,0,-75.255641512563,3.74098490551177,20.801662926773,4.19191201515501,6.35024985718212,1.51160543615932,-0.998242849158153,0.340728962824312,0.0527313609117197,0.0523660944534406,0.0252309635866451,0.085496772612237,0.138027846158343,0,0,0,0,0,0,0.0525310735461061
CP_caseC,C,53,3,1.75,0,-72.5226314454345,4.36805656202571,33.4776454923616,4.43679778564703,6.03124088517314,1.76436975258727,0.112041536946409,0.369417777500913,0.0325465548303402,0.187684751521643,0.0159600327863778,0.325387743046274,0.230836431078201,0,0,0,0,0,0,-0.0945513119680731
CP_caseC,C,54,3.75,1.75,0,-72.2216598353419,3.88962787067168,23.301885113477,3.71638951913876,4.45744500699898,1.03333764101386,0.277637289669427,0.280384091991124,0.0742665356569819,0.158653266533246,0.0749983413485879,0.287013905399467,0.280470795045468,0,0,0,0,0,0,-0.00654311035399929
CP_caseC,C,55,4.5,1.75,0,-72.0584583310138,4.46199949010749,31.8030548431736,4.24457641073546,5.92139982381836,1.43353585422196,0.952846961466523,0.318286648431144,0.11215144161732,0.296821461295725,0.0880075179794718,0.302884069393235,0.245527527348376,0,0,0,0,0,0,-0.057356542044859
CP_caseC,C,56,5.25,1.75,0,-77.2668287889044,3.31767031937049,15.8017802807528,5.37097193662205,8.21895643397532,0.0622035148787588,0.156801075918512,0.272954661312297,0.167623039532769,0.195279377718639,0.0655941137709818,0.0446711666817597,0.0536715442188215,0,0,0,0,0,0,0.00900037753706182
